text,author,published_at,like_count
"This means nothing. He called Kirk a racist, saying there was zero evidence the Charlotte train murder was racially motivated AFTER the footage came out where the killer said ""i got the white girl"". Van Jones is the first to stoke racism, division and hatred, now is trying to selfishly put on a show",@mattwalter6207,2025-09-28T16:30:21Z,0
Never really cared for your views...or your ideas...But I definitely respect you...and your views...I already did...as most conservative Americans do...thank you..,@darrineales9159,2025-09-28T16:18:04Z,0
Props to you Mr Jones,@darrineales9159,2025-09-28T16:15:15Z,0
Blacks who love charlie are parrots😮😮😮😮,@Richard-e9e1m,2025-09-28T15:56:02Z,0
Too late Vans after all that you have said about conservatives. You just want to make yourself a hero 😂😂😂😂,@heatherp4811,2025-09-28T15:32:25Z,1
"""We need to calm down"" Amen to that.",@MissE-n6x,2025-09-28T15:17:54Z,0
Van is an Uncle!!!!  This is CAP!,@jonestube5009,2025-09-28T15:08:43Z,0
"The fact that Van Jones thinks Charlie Kirk saw him as his ""mortal enemy"" only shows us that Van Jones doesn't get it and is all too happy to continue to spew divisive rhetoric.  Anyone who thinks Trump's rhetoric could lead to a riot at the Capitol, but the rhetoric of Van Jones and his cronies couldn't lead to a man being assassinated for no other reason than expressing himself lives in an unbelievable state of cognitive dissonance.  I'll give Van Jones and CNN an A for effort and an F for messaging.",@weibullguy,2025-09-28T14:46:13Z,0
Some people do not work on themselves but blame others or government for their own failure.,@carolsun5785,2025-09-28T14:42:46Z,0
"Jones did this to benefit himself, need to watch Megan Kellys vid about this. Hes such a fraud and also it took how many days for Jones to Figure it out and make it public??? Figure what out 🙄",@denisemezynski8014,2025-09-28T14:28:23Z,0
"Look let's face the facts here people out ove all black Americans living in USA 15percent is made up ove black Americans that's proven ok 
55percent ove crimes committed in the USA fact are done by black Americans unreal",@JohnOLeary-m9e,2025-09-28T14:23:47Z,0
"CNN anchors, including VJ were  slamming Charlie Kirk the day before he was assasinated by a woke lunatic who was almost certainly radicalized by leftist mrdia.",@AdamChandler1999,2025-09-28T13:35:51Z,0
"Yeah, okay, so what? Sometimes racists can appear respectful. BREAKING NEWS!!! Also, fyi, Van Jones DOES NOT speak for the black community. He’s always been a coward and a weakling and a little too too kowtow to white supremacists and authoritarians. Frankly, he gives me the ick.",@anonymousa-uy1hk,2025-09-28T13:35:44Z,0
I pray that Van Jones feels the lord moving through Charlie's dignified words.. through the loss of Charlie's life... He did not deserve to die... I pray Van Jones wakes up!,@momacods5958,2025-09-28T13:12:28Z,0
Yes and he was killed by his own party,@calwayne9070,2025-09-28T12:55:25Z,0
No one on the left behaves like this. Yet they run around calling good ppl villains. The woke left is a massive problem for the west. How can we fix these people and reclaim their minds. I dunno if its possible,@mefninja,2025-09-28T12:12:38Z,0
"I don't believe Van Jones didn't know about the tweet until after Charlie was murdered, to me he just want to benefit using the tweet to have a tour of interviews, I don't believe people who want make others believe that they are so good of a person, no, no,no cry baby.",@isabelrivera5013,2025-09-28T12:09:44Z,0
"Trump is an ignorant you can see the worst speech in history at the UN by a president with very little class, and shame on this president. The world needs another one now! everything he touches turns into mud and is laying every day, he has not stop any war, in fact he create some new wars,  like atattacking iran....including he has created more polarization and hatred among Americans BIG EGO-SHORT BRAIN, please Trump leave the world alone we dont want you, Thanks UN for exist.",@pJ-yl1ld,2025-09-28T12:09:16Z,1
I can respect this interview,@CarlosGarcia-gg3id,2025-09-28T12:05:21Z,1
"Americans needs more of this. God bless you Van, and rest in peace Charlie.",@JD-ip4fs,2025-09-28T11:54:10Z,1
People on the right are not calling for violence. I agree to disagree with your comment Van.,@WilliamRichards-ut1hk,2025-09-28T11:53:41Z,0
"Jones can’t beat anybody in a debate. His beliefs and worldview are evil. Anti life, anti freedom and anti white.",@peteperkins3859,2025-09-28T11:40:56Z,0
"WHEN YOU HAVE A TRICKSTER PRESIDENT THAT IS NOTHING BUT CHAOS, IT SURFACES ALL THE CHAOS WITHIN ITS PEOPLE. Calm down, are you kidding? Do you think Martin Luther King would have been successful if Blacks were CALMED DOWN? NO !!!! If you want REAL LIFE as a step towards respect, this show would actually be about the MURDERED UKRAINE WOMAN. Not the drama, self indulgent, self fulfilling news about white black religious men's drama of a crumbling Patriarch. Real Truth is like a Lion, you don't have to defend it, let it loose, and it will defend itself. Men are the world's problem if you want to focus on CORE TRUTH",@ThePolishAquarian,2025-09-28T11:39:05Z,0
"If you want REAL LIFE as a step towards respect, this show would actually be all about the MURDERED WOMAN. Not the drama, self indulgent, self news about white or black or religious men. Real Truth is like a Lion, you don't have to defend it, let it loose, and it will defend itself.",@ThePolishAquarian,2025-09-28T11:38:59Z,1
Death don't redeemed you from your behavior in life.,@Jose-gj8hv,2025-09-28T11:28:28Z,19
"Just a couple of points, Van .
"" people on both sides "" didn't kill Charlie .
And ""people on both sides "" aren't mocking his death .",@michaeljust1193,2025-09-28T11:25:36Z,1
Every Christian Person Should Know Who Kirk Really Was!,@TiffaniHall-g7l,2025-09-28T11:11:32Z,0
Something both men could have presented as bipartisan on a show is RELEASE THOSE EPSTEIN FILES.,@benfromalbuquerque6083,2025-09-28T11:02:44Z,1
Your platform is exactly the reason why those scums are so brainwashed and why one of them finally took the matter to his own hands. Hypocrites.,@leosun8356,2025-09-28T10:43:56Z,0
He never declared anyone a mortal enemy.,@rcabletn,2025-09-28T09:55:15Z,0
"Trying to garner grace, now ?",@rcabletn,2025-09-28T09:51:54Z,0
"Well said, thank you.
Wish everyone would go on path off dialog.
Let us not let dialog, die with CK.",@zb7293,2025-09-28T09:18:36Z,0
Ive gained much respect for  Van Jones for sharing this.,@briannasmith279,2025-09-28T08:56:05Z,1
"… the sentiment is all well and good but tbh, Charlie Kirk didn’t discuss like a gentleman. His goal was always beat his opponent, not try to understand the issue. I’m sure he thought he was being a gentleman.",@Liimiinaa,2025-09-28T08:51:58Z,1
Thank you for sharing,@MariaRodriguez-ez9sj,2025-09-28T08:23:25Z,2
"wow. I didn't know eCharlie or Van before his murder. But I really respect and thank Van for bringing the message to light in a right way. Van and Charlie also had a lot in common: both pro - no censorship, no civil war, no vilonce, open respectful debate and the fact that you two admit when the other person is in the right about something even when you disagree with their views. It takes so much maturity and wisdom to do that. Thank you Van and I hope this leads him to the right path of the truth.",@JL-vy7qh,2025-09-28T08:07:11Z,1
MAGA IS GOING TO HELL,@JusticeJavar,2025-09-28T08:06:46Z,0
"I do not like this bloke but it was really good to hear at least ONE person on the left say ""WE need to turn the temperature down"" and not ""YOU (the right) need to turn the temp down!"" Good on him for that. He never would've beaten Charlie in debate, but we'll never know now because someone on the left made it impossible to find out...",@AL-Lee-G,2025-09-28T08:02:02Z,1
"Thanks for making this public Van. However, you would have never beaten Charlie Kirk in a debate even in a rigged unfair Anderson Cooper edited show😄",@SarahSmith-hd8kd,2025-09-28T07:33:02Z,0
😅😅😅😅😅,@Newtube-z6x,2025-09-28T07:30:05Z,0
"F - Charlie Kirk.  He spent his entire adult life trying to poison young minds to hate the same people that he hated , why ? Because they were different. When you put that much hate out into the universe every single day,  you shouldn't be surprised when some comes back around to you.",@badgeswedontneednostinking5571,2025-09-28T07:24:13Z,0
Van jones  you 🦝,@troyh751,2025-09-28T07:11:42Z,0
"Most Americans used to be the tightest knitted Country. I knew of we all stood for one and then the great divide happened and finally somebody saw the sense in it all from the left.  
Kudos to you.",@goodtogo2769,2025-09-28T06:56:05Z,0
"Maybe Kirk was just a money hungry monster. He knew how to edit and get eyes on his material for maximum cashflow. Sadly he was used by the far right as a useful idiot. 
Look at every time Trump and he met, Trump has such a look of disgust, as if he looked down upon Kirk. 
And that sad excuse of a wake when half the maga inner circle spoke and sold crap to make money off of a man's death. That says it all. They used him and he fell right into the hole. 

This should be proof for all you trumplicans. The rich don't give a flying F about you, me or the country. 
You have far more in common with the Democrats and indipendants than you care to admit. 
The rich are very effective at dividing us to fight amongst ourselves instead of focusing on the things that truly matter they'd have you up in arms over green M&Ms and kids books. 
Instead of thinking of how the rich has been screwing us all over for decades. How our water is becoming poisoned and undrinkable. How our air is causing illness. 
Hell, even our food is poisonous and toxic nowadays. 

The richest nation on earth and we can't get basic rights and care? 
Oh but Virginia Fox got whole milk back into school, ya know cause ""if it's good enough for Santa clause, and he goes round the PLANET in 1 night"". 
Or 
Trump deploying national guard to all blue states,  cause thats not alarming. Right? 

Time to wake up. Steven miller, bannon and the rest of those rich snakes are paving the way to rob us all blind, once again. 
They sold all our factories and industry out from 1970s to 2000s. Now act like they care that was done, why didn't Trump make all his stuff here then?",@FinnVonSmith,2025-09-28T06:53:26Z,1
The massage is: Trump is abusing this situation. He's disgusting. And the worst part is that so many don't see it.,@JohannGiesbrecht-lj4dk,2025-09-28T06:40:04Z,1
"OH PLEASE, you're so ridiculous man. You're so sold out it's not even funny. He just wanted to get you there so he could hopefully humiliate you!🙄🙄🙄  there's nothing to debate, Charlie Kirk was wrong he was a propagandist of h@te!",@debbiethompson14,2025-09-28T06:35:00Z,1
The best thing I heard from CNN in 2025 and the only one,@Batchat2352,2025-09-28T06:34:09Z,0
He doing it for clout. Fake news,@trackstr18,2025-09-28T06:27:41Z,0
"He was for taking away everybody's right.That's what he was. Just because he was trying to reach you doesn't mean that he was gonna do and about face and become a democrat lol nice try. He thought you were subhuman.. one more comment words, not weapons. Give me a break.He wanted open public executions...smh give me a fuckin break! The only one talking about war is trump, and all of his bootlicking wanna be dictator nazi fascist, clown show!",@loyolajack9218,2025-09-28T06:26:00Z,1
"Couldn't. 
Care. 
Less.",@joeg4589,2025-09-28T06:16:10Z,0
"Charlie Kirk was a racist, who debated the worth of people who are not white, he's wrong to start with, and there's nothing to debate about or disagree agreeably. There's no reason to elevate his stature, your worth and value are God given and not up for debate.",@Hermonator007,2025-09-28T06:11:23Z,0
Kirk is all over the place saying black people are inherently criminal and “hunting white people” he was a fucking white supremacist and no one can ever launder his image. He didn’t mean “disagree agreeably” he wanted to be racist to your face. GTFOH. He literally hated you. He was just being a weasel.. he was for censorship of anything his nazi ass didn’t agree with being taught in schools. This show is a disgrace .. lies. “Mr debate” no Mr groom your children to be little Nazis is what he was and he didn’t think van jones should have rights. Those are facts.,@da1onlynickvicious,2025-09-28T06:04:20Z,0
"As long as you have those conversations about race, racism will still remain with us. As soon as you stop talk about race then racism will be disappeared. Politicians have only benefits from keeping up the race conversations because with this they can divide the masses...",@divinusmaximus1315,2025-09-28T05:52:28Z,0
I am concerned that because he wasn’t interested only in conflict and “civil war” etc he was removed. It seems there’s no room to moderate and lower the temperature. That’s the danger. Thank you Vann,@williamfields4534,2025-09-28T05:35:33Z,0
Van Jones is being quite polyanic in claiming that Kirk was a gentleman; especially the fact that Kirk was a stark racist l,@MrDessaline2,2025-09-28T04:57:36Z,0
"Charlie Kirk does not disagree gentlemanly, he was not capable of such feat…  A student at Cambridge ate his lunch, and he became disrespectful like Billyo.",@MrDessaline2,2025-09-28T04:54:58Z,1
Blueberry 🫐. No one Black is surprised. Can Gypsies be trusted? NO.,@rickjames3257,2025-09-28T04:53:11Z,1
This is one of the best things I've seen in weeks. Thank you CNN,@kadecovington493,2025-09-28T04:22:40Z,0
"It's funny because 4 days before he was killed there's a video up on his channel that ridicules you, titled ""Charlie Kirk sends Van Jones into a Mental Breakdown"" and has ""I can't breathe!"" in the thumbnail. Van is confusing someone being polite to get him on his show or to make some money with him at some event with being a good person. Van Jones is nauseating. CNN is pathetic. And liberals are pathetic. At least the fascists are trying to win power. American liberals deserve what they get because they are cowards.",@user-tl4fi6oy8d,2025-09-28T04:10:32Z,0
"Van jones was defending the murder that killed the Ukraine girl, this girl died 100% because she was white . Why didn’t he stab anyone around him? This should be a hate crime -crimes committed on the basis of the victim'race, color, religion, national origin, sexual orientation, gender, gender identity, or disability",@Tiburon1975,2025-09-28T04:07:02Z,0
"Stop praising this racist misogynistic, transphobic POS. He was brainwashing our youth",@paulnadratowski3942,2025-09-28T03:16:48Z,0
Wow! I have never heard CNN sound sane before.,@LeeSeneca,2025-09-28T03:14:00Z,0
Has anybody looked at the Arizona cardinals stadium ls BOOKINGS?? The turning point reserved it back in may,@garystevens1044,2025-09-28T03:05:49Z,0
Nah he just tryna make it about him…Dems caused this especially CNN and its contributors…Red team need to give some back and teach them a lesson because they have not changed one bit! You dems are the party of violence. Bunch of crooks,@Sonj0327,2025-09-28T03:05:33Z,0
"Where are the comments that preceded the ""kindly invitation to appear on Kirk's show"".  Kirk was always disingenuous with his debates, by editing what he posted on his own platforms to always make it appear he was ""owning the libs"", regardless how the actual debate went.",@owensomers8572,2025-09-28T03:00:02Z,1
"KKK always wants to agree to disagree, but a racist is a racist. Van Jones is giving up. We did not kill Kirk...and gun control may have saved his life. Anyone who is a friend of tRump is e v i l !!!",@JTKAMI,2025-09-28T02:56:05Z,0
"Thank you for this. We should talk, not eliminate. I may not agree with your beliefs but you have earned my respect. Much health to you and yours",@genoburkhard6394,2025-09-28T02:54:33Z,0
Kudos to you Mr. Van Jones for being the respectful honorable scholarly truthful gentleman that you are!,@JamesShibley,2025-09-28T02:48:30Z,0
"With all due respect, Chuck didn’t exhibit the same eloquent grace towards non-public figures. Kirk was civil because he knew that having Van Jones, a well known media personality, on his podcast, would help broaden his own public profile. 
It’s calculated graciousness. 
He’d probably say Van was a DEI hire just like he’s said about black pilots, black doctors, black  female senators and black female media hosts. VJ seems to have forgotten that part. Let’s not whitewash Charles’ history just because he was civil to one person while being demeaning towards everyone else.",@anthonycoca2202,2025-09-28T02:40:06Z,0
"No. 
Charlie Kirk was not 1% interested in what Van Jones had to say, or think, or feel. 
He wanted the views. He wanted the clickbait. 
Just because he didn't call him the n-word while he was asking him to APPEAR ON HIS PERSONAL PODCAST, doesn't mean he was some kind of stoic philosopher. 
He wanted Van Jones to come to THE CHARLIE KIRK SHOW, where Charlie Kirk controls everything. 
That's not a debate. It's a trap. 
Charlie Kirk didn't publicly denounce the death threats against Van Jones. He didn't PRIVATELY apologize to Van Jones for sparking such turmoil. 
He tried to take advantage of it for personal gain.",@thewaterbear,2025-09-28T02:28:22Z,2
"Anderson, the news articles literally state the guy who killed the Ukrainian girl said, ""I got that white girl.""",@danielarosa1000,2025-09-28T02:27:06Z,0
"Charlie Kirk - Let's have a civil debate about why you don't deserve basic rights and should be a slave.
Van Jones - OHH HE'S SO GENEROUS UWU.

LOL",@ThomasShatter,2025-09-28T02:24:29Z,0
"Van Jones- you are part of the communist leftest problem inciting violence from weak individuals and are spinning this
You should be ashamed for not reaching out to men like Charlie Kirk for civil discussion.",@savedbygrace6853,2025-09-28T02:15:54Z,0
Charlie Kirk was a free speech advocate especially when it was him talking. He did make a lot of racist and mysoginist statements misquoted the Bible to support his position but he would listen because violence is never the answer.,@dentrh,2025-09-28T02:02:22Z,0
Finally admits that listening to them gets people killed.,@tinydanceryoutube,2025-09-28T02:01:56Z,0
"Mortal enemy? Was not in Charlies vocabulary. 
You were not that important.",@tinydanceryoutube,2025-09-28T02:01:16Z,1
"Only for attention to get noticed. Who are these has beens?? Cooper Anderson I know, I forget the other liar.",@tinydanceryoutube,2025-09-28T02:00:15Z,1
Thanks you for this post.,@rmajor7507,2025-09-28T01:59:52Z,0
Inside Job?,@aleguitarra,2025-09-28T01:58:34Z,0
"His guy is awful and just trying to suck up to the thousands that refuse to watch his crap. Nope, not even worth a listen!",@Highcallglory,2025-09-28T01:56:14Z,0
"Yeah, talk nice now. You are responsible for his murder. ALL you left corrupt criminals. You support those who celebrate his murder.",@morganoverbay8783,2025-09-28T01:54:23Z,0
"Charlie Kirk was set up. He was a useful pawn.  Got a platform and rich.  He was told what to say. He got a blond and money.  When he got more educated, he parted with Israel on the genocide in Gaza.  He started to see the light.  His usefulness was gone as he turned down $150 million.  He was a useful distraction to the Epstein files.  The oligarchs have won.",@theraplawyer,2025-09-28T01:48:33Z,1
"Just out Gretchen Carlson's recent podcast about this and she tells the whole truth. The liar omitted the fact that the subway killer was repeating how he ""got the white"" girl.  Fact. They leave that part out. Because Jones was going on about Kirk being a racist, just before he was killed. Kirk called him to clarify and push back against the hate speech that Jones said about Charlie a couple days before, Jones knows he was a part of the hate, Van Jones is not a honest man and a race baiter. See Gretchen Carlson's pod cast about her low opinion of Van Jones.",@weswilkins2513,2025-09-28T01:46:03Z,0
About time you did good on this .,@charelsneal4340,2025-09-28T01:35:44Z,0
Van Jones is a good man... demnuts should follow his lead.,@seeingred3441,2025-09-28T01:30:49Z,0
I see why CNN's ratings are shit,@dwayneparrett7133,2025-09-28T00:56:16Z,3
"Charlie Kirk wanted to use Van Jones for his credibility, that doesn’t absolve him of anything he said about the necessity of violence in “certain situations.”  (All fabricated paranoia scenarios)",@Imhotep397,2025-09-28T00:51:09Z,2
"🤦🏽‍♂️
Sorry Van Jones,
 but that doesn't take away from all the other despicable shit he believed and said...
And it wasn't the whole country talking about civil war...
Your people on the right we're the ones talking about civil war..
Van you're such a fence straddler...
Kirk wasn't for violence, 
 just like you said Trump had a moment that he was presidential..😂😂",@dwayneparrett7133,2025-09-28T00:46:08Z,4
"Charlie Kirk opposed civil rights, was an open white supremacist, promoted the idea of women being subordinate, and openly supported hate for minorities.  It's sad what happened to him, but his views were vile.  He made his living by promoting hatred and lies.  Stop trying to ""whitewash"" him.  History will not look kindly on Kirk, or people who share his views.",,2025-09-28T00:36:46Z,4
"So what, oh well.",@Layingthelaw100,2025-09-28T00:34:15Z,1
Ratings! Charlie Kirk was looking for more ratings...😮,@gilmoremccoy6930,2025-09-28T00:33:28Z,2
Whosoever believeth in YAHUSHUA the messiah son of Yahweh earth rightful ruler and creator shall have eternal life,@waynesmith733,2025-09-28T00:16:11Z,0
"*Stop with the foolishness* 

*Kirk was a SNAKE CHARMER  who in this case.................................... GOT BIT*",@NDR-hn3ue,2025-09-28T00:07:23Z,2
"Charlie Kirk was trying to drum up a race war, but at least he was nice to me privately one time.",@meepk633,2025-09-28T00:01:12Z,5
"No. We dont memorialize a racist who spent all of his time spouting racist, homophobic, transphobic, anti-immigrant, misogynistic bullshit which was attracting thousands of young people into his ranks BECAUSE he was given a platform to do so. It doesn't make you a better person to say wow, he wanted to talk like gentlemen. THAT my friend is the trick. He just wanted to add more coverage on your back. It's awful he was murdered but for Dogs sake let him die. But hey, while you are keeping him alive by being a gentleman, you are getting some pretty good coverage too so I guess thats a thing.🙄",@KathrineWilliams888,2025-09-27T23:57:59Z,5
"Van Jones, go debate Bibi Netanyahu!",@HopeInyah-r7j,2025-09-27T23:57:04Z,0
"CNN isn't pure evil?  This is good to see!  Thanks Van and Anderson - You guys should start a new movement, ""Vanderson Down By The River"" where you guys have agreeable disagreements peacefully down by the river in a van, like Chris Farley would have wanted.",@Highdealist,2025-09-27T23:50:41Z,0
You didn’t have to “build his platform” it was already built 🤦🏾‍♀️,@robinvilchez477,2025-09-27T23:20:54Z,0
I don't think Charlie had good intentions.  These conservative debate bros always wanna debate then use it as an excuse to spew hatred and propaganda.,@IZA_Grey,2025-09-27T23:19:49Z,2
"Van Jones is nothing more than a coward who never would've had the balls to go on Charlie's show. But now that he can score points with an audience a week or more after his death, he's ""taking the high road"".  Don't be fooled by this BS.  He was bashing CK on CNN 2 days before he was murdered.  Look it up.  He's a joke.",@staceygordon6540,2025-09-27T23:19:31Z,0
Fake compassion aired by fake news.  Never watch any of them,@Teukel-f7h,2025-09-27T23:16:46Z,1
Trump wants a race war!!!,@cookdanceandpraythroughit8516,2025-09-27T23:14:21Z,0
"Van, you are somewhat naive regarding words.  A British prime minister once said, and I paraphrase, ‘words are last longer than bullets and far more lethal’.   Reflect on what words have done thru the ages and how destructive they have  remained.",@RIchardTIGCHELAAR,2025-09-27T23:11:33Z,0
Jones hoped that Kirk would a knowledged his existence,@iriswyman5735,2025-09-27T23:11:06Z,0
Thank you Van for being a respectful person.,@DoreenWarcholRugh,2025-09-27T23:01:27Z,0
"9.27.25:  Van Jones . . . where's the money the ex-of-Amazon gave you?

I expected this from you . . .",@mnnblackpoemology4661,2025-09-27T22:54:38Z,0
"Huh...never heard of either of these men until recently...yeah I'm old...but this is info I am glad to know, and wish I'd known...that aside his murder was absolutely okay...no ones is...we gotta find middle ground people. And come back to a democracy and freedom that stabilizes us and strengthens without all thos power play and destruction and death that's always at the cost of the 98%...",@russellshowalter4593,2025-09-27T22:41:02Z,0
I love a good whitewashing,@joeyboikly,2025-09-27T22:33:49Z,0
Good luck America. You are a ruined nation. The far left is winning this war. It's time to settle things.,@jeffl6157,2025-09-27T22:28:04Z,0
Hot coals of this sin of murder is on the head of all the media outlets that have bean for years spewing the hate and calls for violence and calling him and Trump fascist and Hitler.,@adriangordinier4055,2025-09-27T21:55:29Z,1
dont forget: a mass shooter who was targeting racial minorities once gave credit to Kirk for the reason why he shot people,@king_fresh27,2025-09-27T21:53:24Z,0
"Libs: theyre terrorists! Burn them all!!!
(Charlie dies)
Libs: lets just talk!!!
Absolute CLOWNS!!! 
YOU AND EVERYONE LIKE YOU DID THIS!!!",@FreeFarmer3033,2025-09-27T21:42:07Z,0
Run your mouth,@crisanastopoulos5502,2025-09-27T21:36:50Z,0
Van would have never debated CK.,@chuc1019,2025-09-27T21:34:12Z,0
"This is nothing more than attempt at damage control. Remember Van said  there was no proof the Charlotte murder was racially motivated . If you google Van’s CNN comments for September 10th, you get nothing but this vid from the search algorithm. Still censoring!",@melving5638,2025-09-27T21:34:07Z,0
I call bullshit. I doubt he texted him.,@Almondjoy1,2025-09-27T21:31:11Z,0
"The murderer on the train killed that girl, because she was white.

She was the only white person there. Surrounded by other black individuals that he did not attack. After the attack, he said he got that white girl. 

If your IQ is above 70, you KNOW she was murdered, because of the color of her skin. 

If you have absolutely no integrity, you will disagree.",@amendment2711,2025-09-27T21:12:34Z,0
You can't go around pouring fuel where the fire is already out of contol,@jeffomondi9422,2025-09-27T21:06:06Z,0
No your words encite violence not Charlie's.,@Trump_President_outlaw,2025-09-27T21:03:13Z,0
"Spare me. Kirk was a racist misogynist who questioned the 2020 election, championed anti vaccine nonsense, and espoused the Great Replacement Theory. Know who the man is before lionizing him.",@jayacorn4719,2025-09-27T21:02:48Z,0
Van Jones I blame you and others who lie the way you do.,@Trump_President_outlaw,2025-09-27T21:01:33Z,0
Oh ffs give me a break the guy was a POs,@Classwarcorrespondence,2025-09-27T20:50:20Z,0
"Van Jones only made this public to cover his leftist ass, because he had previously badmouthed Charlie Kirk who had more IQ in his little finger than Van Jones and all of the CNN clowns put together!",@salsadjuniversity,2025-09-27T20:35:33Z,0
"What a strange video. The Black guy who stabbed the young Ukranian girl said, as he walked away, ""I got that White girl.""  What the HELL do you disagree about, VAN JONES. Do you understand English, perhaps?",@peggyelaine4448,2025-09-27T20:33:24Z,0
"Every time I hear someone use the word president before the word trump, it literally makes me vomit.",@NeverStopFightingBack2024,2025-09-27T20:31:02Z,0
I certainly disagree with most of what Van Jones says but I do now respect him for saying we need to calm down. Perhaps he can get the protesters and people that storm places of business and steal everything in the store to stop. They have certainly ruined Chicago.,@deborahbell393,2025-09-27T20:21:45Z,0
"""I wanted to beat Charlie Kirk in a debate, I didn't want somebody to shoot him."" It's strange to say but I have so much respect for that: strange because it seems so rare these days even though it should be normal. I doubt I agree with many of Van's beliefs, but I'm always willing to hear them and talk about them. At the end of the day, I believe what I believe _because_ I believe it, it should never be that you 'believe' what you believe because you _want_ to believe it; it should never be that your allegiance to a belief or idea comes _before_ your understanding of it. I want to debate people because I know what I believe in firmly and I want to challenge not only their beliefs, but my own too. I never want to believe in something that is wrong, that should be the whole purpose of all of this.",@Vandalle.,2025-09-27T20:07:48Z,0
A lot more people on the left want violence!!!,@christopherandrews8061,2025-09-27T20:05:54Z,1
"I've seen Kirk's ""respectful conversations."" Like when he called a young man ""dumb"" for supporting free school lunches for children. He called him dumb and then claimed that there are no hungry children in the US. Which is a lie. If he had an ounce of integrity he would not have made any assertions without first looking up the facts. And if he looked up the facts he would have seen that about 1 in 5 children in the US does not have enough food. That is 14 million children. 20% of all children. Yet Kirk called a young man dumb just for wanting to continue a program to make sure that kids were not hungry at school. That they could at least be sure to have a meal at school and did not have to learn on an empty stomach. Kirk vociferously and vehemently opposed this and personally insulted the young man who defended it. This is not ""respectful conversation."" And it is not a moral position. It is a disgusting position from an immoral liar.",@alwa6954,2025-09-27T20:04:46Z,0
DemoNcrats are EVIL!!  We are in a battle of good vs evil!!,@christopherandrews8061,2025-09-27T20:03:34Z,0
Van Jones is too kumbaya.,@saganandroid4175,2025-09-27T19:59:58Z,0
"WHY did Van get Death threats?  Chucks WORDS !!  Chuck was a Racist, Gay Hating, Muslim Hating OPPORTUNIST.
He learned the more provocative and fiery hateful his speech, THE MORE MONEY HE MADE. 
Talk to those who knew him early, they speak of the change. Remember...he was a drop out with no formal skills",@phdr754,2025-09-27T19:54:57Z,0
Mr. Jones come on over to the RIGHT side…we would welcome you!!,@dianeparson2760,2025-09-27T19:50:06Z,0
"When I first saw the topic on this in my feed when it took place, I scrolled past it. It appeared a couple more times and I  scrolled past it as well. Today it came up and I watched it and I must say, I'm not a fan of either side of political debates, but Van I will say, and thank you, for taking the high road on this.

No one deserves to die regardless of who and what they believe and/or stand for. It is every one's God given right to have the freedom to be who they desire to be.

God gives all people a choice to choose. What we choose to do with the choices we make are our own . 

Mr. Jones, I have the utmost respect for you stepping up to the plate to show this to the world. God Bless You Sir!!!🙌",@Ms.MossWP-TMU,2025-09-27T19:39:30Z,1
"All credit to Van for making this public. He appears to be deeply moved, even shaken by this message from Charlie and his execution. I think what this past weekend's memorial showed was the spirit of forgiveness and prayer that is undeniably overtaking those who supported Charlie Kirk. The complete lack of violence and destruction in the aftermath of his assassination needs to be acknowledged by those talking heads on the Left. Not to illustrate that one side is superior, but to proclaim that This Is The Way Forward. We need to return to a place where the purpose of our discourse is to arrive at Truth, not to win a debate. 
Once upon a time, the left and the right agreed on the problems but disagreed on solutions. In the past almost two decades, we have stopped agreeing on the problems. That stupid word ""Hater"" which should never be used by a serious person has found it's way into the Halls of Congress. It has many synonyms, all meant to degrade the debater instead of addressing the position of the debater. 

Charlie's murder has broken my heart. It has also revived something in our country that I never thought possible, and that is people, Van Jones included, rehumanizing our political adversaries. That is a tremendous good brought forth from an evil act. It behooves is to foster and cultivate that spirit, considering it came at the cost of the life of a great and beloved man.",@pj9cos,2025-09-27T19:37:10Z,0
It’s doubtful you would have beaten him but now we’ll never know.,@maryfiato6633,2025-09-27T19:35:51Z,0
"Just bc Charlie Kirk remains calm and doesn’t raise his voice does not mean he is not disrespectful. I felt disrespected every time that guy opened his mouth . No, it does not mean he should be shot but let’s not play like he wasn’t a horrible disrespectful person!!!",@GM-in2io,2025-09-27T19:19:10Z,0
I knew it! Van Jones always finds a way to be an apologists for white racist!,@corneliussqualls1544,2025-09-27T19:18:19Z,0
"Oh please sososososo tired of Charlie Kirk! He was NOT a good person! He was a racist, a bigmouth and a bigot. He did nothing but preach nonsense.",@janmacky6511,2025-09-27T18:52:17Z,0
Kirk was anti-violence out of virtue and compassion. Jones is anti-violence out of weakness and fear. Not at all the same thing.,@stockpilez8884,2025-09-27T18:44:10Z,0
Nah.,@stevenz1400,2025-09-27T18:39:01Z,0
I highly doubt this wasn't a hit job by Kirk to totally flip the script and attack you. Sorry Van I disagree with your interpretation of Kirk's message.🫩,@djcjr1x1,2025-09-27T18:37:02Z,0
"Yep, what a slap in the face for Van! Of course, it won’t change a thing; he’ll be just as divisive and hateful in a couple of weeks and the idiots will still be shooting guns at ICE Agents trying to protect Americans. But, hey ho!",@Ian_in_the_wild,2025-09-27T18:36:28Z,0
Fake News,@leslieloudermilk3876,2025-09-27T18:29:44Z,0
"You shouldn't get away with being ""a gentleman"" if what you preach is inherently hateful.

The extreme right have always been a collaboration between violent thugs and articulate, clean-shaven, bow tie-wearing ""gentlemen"". It is a strategy as old as fascism itself.",@JH-lo9ut,2025-09-27T18:25:56Z,0
