text,author,published_at,like_count
"Van Jones, sir you just gained some respect from me. Not an awfully lot, but it is a start. TY sir",@Michael-im8gl,2025-09-27T18:20:38Z,0
"But who killed him. A conservative, a liberal, or someone who didn't like debates.",@fredericksmith919,2025-09-27T18:09:18Z,0
"I'm not a fan of Van Jones, because I hate that victimhood mentality, but I give him props for acknowledging this info and giving respect to someone he don't agree with, it would have been a great show",@amour4627,2025-09-27T18:08:53Z,0
Most reasonable thing Van has ever said.,@CNote-lt3ff,2025-09-27T18:05:56Z,1
"Oh, now the temperature needs to go down. Didn't need it when you doxxed a kid for a meme, right, CNN?",@mooted5513,2025-09-27T18:01:11Z,0
The left doesnt believe that and van jones certainly doesnt think that. He is a radical who has supported the violence for decades.,@errilocale,2025-09-27T17:45:28Z,0
"We definitely got a comment down, on both sides. I lean more conservative, but this actually surprised me. You guys are ones that have called him a threat to democracy or Maga as a threat to democracy. That need to be stopped at all cost. When you say stuff like all costs and you have radicals, what do you think they’re gonna do?
Also I commend you for showing everyone and saying what you said",@Wheelz2Zero6,2025-09-27T17:37:53Z,0
This message did not make his body stink any less. He's still a POS,@ra-neter6662,2025-09-27T17:29:35Z,0
You cannot debate a racist misogynist white nationalist agreeably.,@adambomb2323,2025-09-27T17:20:27Z,0
"Nope! If you can’t stand someone when they are alive, you don’t need to suddenly like them when they are gone. Screw him. He was a piece of shit.",@luvzlara,2025-09-27T17:16:43Z,0
Notice how it's almost always the ones on the right reaching out for conversation but those on the other side just want strife and war 🤷🏽‍♀️,@Bracha-pv6cu,2025-09-27T17:09:45Z,1
Jones talks like a drinking man in CNN today.,@yveslouis3304,2025-09-27T16:51:25Z,0
"Can we have a screenshot of this message from Charlie Kirk to Mr. Van Jones. 
If this message exists, why did CNN not show it.?",@evaschwarzenberg4460,2025-09-27T16:40:38Z,0
"Don't fall for the gaslighting from KKKirk in his msg. to Jones.
Community college dropout grifter KKKirks dirt nap didn't happen soon enough ffs!!",@elpatudo3670,2025-09-27T16:24:56Z,0
Stop saying he was Assassinated. He was murdered,@michaeld4946,2025-09-27T16:22:56Z,1
Not for blacks you still kill us,@sharlinemoore8549,2025-09-27T16:13:07Z,0
CIVIL WAR AGAINST BLACK PEOPLE WHEN THE WHITE BOY TOOK A WHITE MAN OUT. WHITE PEOPLE ARE TAKING OUT KIDS IN SCHOOL AND IMPORTANT FIGURES IN SOCIETY. BLACK PEOPLE ARE JUST TAKING EACH OTHER OUT LIKE IDIOTS 😂🤣😂🇺🇸🇺🇸🇺🇸,@FCKDEMOCRAPS,2025-09-27T16:12:02Z,0
Liar 🤥,@blaqbambi1370,2025-09-27T16:10:46Z,0
So glad CNN's upper echelons is getting away from the madness that once defined their station.,@Christopher_Balkaran,2025-09-27T16:10:30Z,1
"How do you disagree about race? That's not possible. I don't memorialize his life, I do greive for his death and what it means for our Country.",@louisedery1049,2025-09-27T15:59:01Z,0
"Very respectful and hopeful to see people recognize that we may have different views, but we can agree that what happened to Mr. Kirk was wrong and is not the answer.",@liquidthens,2025-09-27T15:56:04Z,0
"Kirk a gentleman? 😂 😂 😂
On what planet?",@Un.CivilEngineer,2025-09-27T15:55:46Z,0
"Van Jones is a neutral black lackey. I can see why he wanted to talk with you.
To sit and talk with a racist is no accomplishment Van Jones.",@goodstick2126,2025-09-27T15:53:22Z,0
This is absolutely ridiculous. Van Jones falling for a man who spewed hate and bigotry and wanted women to be submissive.,@etutlf4176,2025-09-27T15:40:12Z,0
"Too little too late, Van Jones. I’m glad you see the light now, but you need to leave CNN etc. where they do not want debate instead they praise murder and support the likes of Jimmy Kimmel.",@janewitkowski8370,2025-09-27T15:26:15Z,1
"The guy did rejoice in ""getting that white girl"" pos",@ThemanWhoisnthere,2025-09-27T15:11:07Z,1
"Suddenly, public race signalling woke-left grifter moderates.",@LeoHoxtonI,2025-09-27T15:03:39Z,0
♥️🔥☀️,@tiinahannelen,2025-09-27T15:02:01Z,0
"You want to start true dialog then stop being disingenuous! This is not a both sides problem this a one side problem with Murder Culture. Everyday I see the aggression and violence towards the Right and they say this is a 2-Side problem, STOP IT WITH THE NONSENSE!!!!!",@imthegr8t1,2025-09-27T14:58:59Z,0
"JONES IS A THREAT 2 EVERY ONE THAT'S THE SAME COLOR AS HIM!!!! IGNORANCE IS CONTAGIOUS BUT STUPIDITY IS PRICELESS!!!! JONES I HOPE YOU KEEP THAT SAME ENERGY WHEN YOUR KID OR KIDS GET TREATED THE WAY KIRK APPROACHED OTHERS!!!! HATRED, BIGOTRY, IGNORANCE, RACISM AND STUPIDITY HAS NO CONNECTION WITH GOD!!!!! STOP STEALING OXYGEN!!!!!!",@waynemarcelinsr.5045,2025-09-27T14:36:31Z,0
I totally agree! I'm praying for our country!!,@52bbibbs,2025-09-27T14:35:27Z,0
"Both sides are not calling for civil war. We have to stop this both sides 🐂💩. One side has been calling for a civil war since President Obama became President. I have never heard any back people say we want to go to war with white people. Now some have said they hear what some white people are saying and in response they say we will not go down without a fight. That non-violence movement is not in this generation. We not gonna start nothing but also not going to stand for foolishness. If you come for us we will protect our friends,family and community!!! If you calling that both sides then okay it’s both sides!!! We not just gonna allow anyone to just kill us!",@-As4me,2025-09-27T14:16:22Z,1
Man you just want to be famous.  Charlie would have murdered you in a debate.,@Robert-tx9rv,2025-09-27T14:09:55Z,0
He could have never beat Charlie Kirk and on debate because Charlie Kirk always spoke to the truth.,@lp4699,2025-09-27T13:54:43Z,0
"I don't agree with Van Jones all the time, but I was appreciative of his attempt to just simply tell the truth in hopes to stop the damn violence!",@shawndevaughn,2025-09-27T13:54:01Z,0
Thank you for saying these words,@diannebangerter2208,2025-09-27T13:47:25Z,0
White ppl love Van Jones cuckolding for a white person who hated Black people.,@213Truth,2025-09-27T13:39:16Z,1
"CK hated black people and he hated Muslims. CK also justified Breonna Taylor drath and made evil statements about the murder of Floyd. So i couldnt care less about a man who was murdered by a man or men that look like him while he was trying to deflect white crime onto Black ppl. JESUS was not pro-genocide, lucipher is pro-genocide just like Charlie Kirk",@213Truth,2025-09-27T13:38:23Z,0
Van really loved that man.I  know Van cried his self to sleep over this to this very day until his death,@christopherperkins9843,2025-09-27T13:24:20Z,0
if it had been the other way around people would have been protesting and riotting in the streets,@tnwodisciple42069,2025-09-27T13:22:13Z,0
Don't matter he still said racist things about blacks!,@carlaharper8836,2025-09-27T13:18:38Z,0
"VAN JONES HATED CHARLIE, HE SPOKE SO BAD OF CHARLIE THE DAY BEFORE HIS DEATH. CNN AND VAN JONES WILL ALWAYS BE THE BLAME",@StevenBowles-j1n,2025-09-27T13:12:32Z,0
Des fois c'est mieux de la fermer.,@CPNEPAV,2025-09-27T13:09:18Z,0
"Charlie Kirk had a list of professors he wanted fired, which is not disagreeing agreeably.  He did not deserve to die, but don't paint him as a good-faith actor.",@DavidMorash,2025-09-27T13:05:05Z,8
"Everything you stated is bullshit, The young man who killed the racist was from another racist group that felt he wasn't racist enough allegedly",@DELONSOLOMON,2025-09-27T13:03:45Z,0
"I am glad Charlie made a 360 against israel, rejected israel trip as well as money from Nathanyahu. RIP",@marytouafek6,2025-09-27T12:36:40Z,1
Why say anything now? Words turn into weapons and no such thing as agreeing disagreebly.,@fredwooten14,2025-09-27T12:25:30Z,0
"CNN, the reason Charlie is dead!  1 10 minutes of not hating is a joke, they've doubled down on violence against ICE and conservatives.",@isaiahburish8311,2025-09-27T12:21:50Z,0
Wow thank you van Jones. This is what America is about. Open Debate of ideas and views.,@SimpleTanks,2025-09-27T11:59:49Z,0
More proof that Kirk was a good man.,@madness-b8k,2025-09-27T11:58:38Z,0
Bullshit,@RayJack-yy5lx,2025-09-27T11:56:33Z,0
"Van, STFU PLEASE !!!",@DavidSmith-dm5ix,2025-09-27T11:56:25Z,0
"Amazing, how even people who wanted to talk about settling differences will openly try to resolve it with dialogue. It’s too bad that Just Dance Vance and Taco is using Kirk death as a weapon against people instead of peace.",@tyronehigginbottom4679,2025-09-27T11:38:39Z,0
For once a good piece from CNN so rare these. days.,@ralphvandereb66,2025-09-27T11:21:02Z,0
"Van Jones I love what you are doing and the way you are doing it. Courage, intelligence and honesty in spades 👏🏻❤️👏🏻👏🏻❤️❤️👏🏻👏🏻👏🏻❤️❤️❤️",@lamegalectora,2025-09-27T11:18:56Z,0
"Van Jones is a shameless coward, Kirk put a mark on his LIFE..!! This clown comes back kissing his feet..!?! Absolute sellout…!!",@TheLion-b3h,2025-09-27T11:14:08Z,0
I don't like Charlie Kirk or Van Jones,@tmofog,2025-09-27T10:48:57Z,0
Van sure loves them butter biscuits !!,@emerson910,2025-09-27T10:47:14Z,0
NO ONE WINS. ❤,@cleastercampbell6461,2025-09-27T10:44:44Z,0
Robinson should take note of this,@COomjiNX,2025-09-27T10:42:07Z,0
"Words lead to weapons.  Van Jones is a fool, falling for the idea that Kirk was a nice guy just like Bill Mahr said Trump was a nice guy when he was invited to the White House.",@randallsteffan,2025-09-27T10:35:29Z,0
This warms the heart,@robbysimpson8507,2025-09-27T09:45:40Z,0
"If Charlie Kirk was so great and wonderful he is in Paradisw with Jesus.  If Charlie  Kirk was racist he is 'well' I just dont see any Browns, Asians, Indians, Blacks in this crowd? Hmmm",@lookforthebabyinthebacksea4591,2025-09-27T09:34:42Z,0
The VIDEO you can hear the killer on the video brag about killing the white woman.,@Juliet475,2025-09-27T09:19:41Z,0
"Van Jones comments about a note from Charlie Kirk. Charlie is a man of faith, a man of honor.",@jillstjean4493,2025-09-27T08:56:57Z,0
"for the record, the rest of the world has been waiting for civil war to break out in the US for over a decade now.  You need to stop calling yourselves the ""United States"". You are not united.",@ktwashere5637,2025-09-27T08:46:09Z,0
Kirk was also for public executions with children forced to watch!,@Roedygr,2025-09-27T08:15:45Z,0
"You were not his mortal enemy ! You are weapons , you idiot , it is evident you do not know the bible ! Words are weapons you idiot ! You lie ! You are still a attention hogg !",@dionwalker1629,2025-09-27T08:02:40Z,0
"Conservatives seem so full of it to me. It's like, ""Oh, you said something nice about one of ours"" and suddening your good people now. Yet they can say whatever the hell they want about everyone else. It's do as I say not as I do.",@JJ_JingleheimerSchmidt-t1p,2025-09-27T07:46:22Z,0
One vid out of 1000 at CNN i do like ❤,@alpirsbacher9235,2025-09-27T07:44:43Z,0
"He would not appear on Charlie's show and help him build his platform, but he is using this message of Charlie to build his.",@theestherrise,2025-09-27T07:37:16Z,0
Class,@winterboat1607,2025-09-27T07:27:48Z,0
"Van Jones is a horrible person. CNN is a horrible ""news"" network. It exists to divide people and anyone that works for CNN is part of the problem not the solution.",@theycontroltheleftandtheri3705,2025-09-27T07:13:49Z,0
I won't give him props cause he made sure to squeeze in the both sides excuse. Him saying both sides are justifying murders name one the right is justifying. And he already took it back cause of threats and you know who that was please.,@dominickrusso8363,2025-09-27T07:08:54Z,1
Both sides??,@jonlightyear2000,2025-09-27T06:52:46Z,1
"Matthew 5:43-48...  Love for Enemies

43 “You have heard that it was said, ‘Love your neighbor[a] and hate your enemy.’ 44 But I tell you, love your enemies and pray for those who persecute you, 45 that you may be children of your Father in heaven. He causes his sun to rise on the evil and the good, and sends rain on the righteous and the unrighteous. 46 If you love those who love you, what reward will you get? Are not even the tax collectors doing that? 47 And if you greet only your own people, what are you doing more than others? Do not even pagans do that? 48 Be perfect, therefore, as your heavenly Father is perfect.",@TruthWins-ts8ou,2025-09-27T06:51:03Z,0
"Charlie is dead because he was a trouble maker. Most people do not make a habit of challenging people left and right by breaking rules of debate then trying to pretend it is intellectual conversation. Martin Luther King warned about ""white moderates"". This homage to Kirk spits in Kings memory. We will cry for Kirk when they cry for MLK. To cry for both is hypocritical. King expressedly labeled men like Kirk as the threat to black advancement.",@josephmalone253,2025-09-27T06:49:53Z,0
❤ Charlie Kirk,@TruthWins-ts8ou,2025-09-27T06:49:40Z,0
"2 immigrants were assassinated too. They don’t even want to mention their names and NO ONE HAS GIVEN A FCK. BTW 2 WHITE MEN also slashed and killed 2 women on a bus the same time the Ukrainian girl did in Tulsa Oklahoma and again NO ONE GAVE A FCK.  Robert Rhodes and Jesse James Brown. LOOK IT UP! There was also a Hispanic woman randomly stabbed ALSO by a White man this week! HELLO!!! The only reason why we assume that “All Black and Brown people are criminals, Murderers, and Rapists” are because the media only focuses on these people to FEAR MONGER! To DEHUMANIZE, DEMONIZE US! Yet there are 20% more crimes committed by WHITE people than any other group in the USA (you are the majority duh) and they never seem to come out nationally and make a huge scene like the others do. While the 2 Venezuelan men were killing the HISPANIC girl in Texas, that same week there were 2 other WHITE men killing a Hispanic 12 yr old girl last name Lopez also in Texas and another 11 yr old White girl in Florida. None of these made ANY NOISE. While Laken Riley was murdered, “862 reported femicide cases during the one-year period from July 2023 to June 2024. These figures likely underestimate the true number.” IN THE USA. 

“Disproportionate impact on women of color: 

Women of color are disproportionately affected by femicide in the United States.

Black women are nearly three times as likely to be killed by an intimate partner compared to white women.

Indigenous women and girls are killed at a rate 6.4 times higher than their white counterparts.” 

By indigenous this also includes HISPANICS. - Called looking it up. 

Fyi in 5 years police have killed more than 2,600 Hispanics. That we KNOW about. Doesn’t include the ones we don’t like the 1,200 from Aligator Alcatraz. 

Murder is wrong. Whom ever does it. The issue is the focus the media has on who.",@NawtyAlienUSA,2025-09-27T06:44:13Z,0
This is exactly what a real conservative American is about l loved Charlie because this is what he was always trying to say to our young children 😢 and he died doing that 😢 thank you for sharing this to the world 🌎 😊the truth shall set us free❤❤❤,@MrAwesomeboy01,2025-09-27T06:27:53Z,0
"My friends and I sometimes disagree with each other! But, we don't break our friendship or try to kill each other. That behaviour belongs to someone with a certain type of mentality. Some people seem to have violence in stamped in there DNA. How sad it is to think it is okay to quiet people's voices by killing them! So what a waste of life it was for our Brothers,Sisters Uncles,Grandfathers and Dads who were fighting for freedom of speech and giving there lives 😢 So you can behave like this!!",@jettruuts5422,2025-09-27T06:26:43Z,0
Open discussion is healthy because it's transparent. Pinpoint issues and find ways to resolve it.,@AshleyPhilippines-n2y,2025-09-27T06:12:47Z,0
"Charlie may not be dead ,he could be in a witness protection program for all we know 😊😢❤",@pamulawallace4330,2025-09-27T06:09:37Z,0
"No rioting, no cars burning, no fighting.  Record church attendance, peaceful, not mostly but peaceful vigil s, and his wife offering forgiveness.",@frankspencer1741,2025-09-27T05:55:12Z,0
"Van Jones Displaying Honor 
Merriam-Webster - 8 a: a keen sense of ethical conduct : integrity
a man of honor",@jameskringlee8974,2025-09-27T05:54:48Z,0
The people have no rites ive always thought we have a civil war coming i wouldnt be against it either.,@Superevilfurball,2025-09-27T05:47:51Z,0
The difference is Charlie Kirk spoke the truth and Van Jones speaks lies.,@darwin1404,2025-09-27T05:47:08Z,0
Words unfortunately are quite powerful. People in position of leadership must use words in responsibly.,@mundane-x5m,2025-09-27T05:06:58Z,0
"I don't think Van Jones was being insincere whatsoever here. Yes, of course there is an angle for CNN to publicize this. Yes, people can capitalize on their last conversations with a man who was assassinated. But genuinely, Van Jones looks like he's close to shedding tears on air, and I don't think it's fake.",@timothychang34,2025-09-27T05:06:17Z,0
"Van Jones would have got his ASS WHOOPED.   Charlie was a well-read scholar and debate champion,  Van Jones didn't have a PRAYER to defeat Charlie Kirk.  I've seen Van Jones beat HIMSELF in a debate FFS.
 
Also how the hell you gonna argue Iryna Zarutska wasn't killed for race?  The guy literally says ""I GOT THAT WHITE BITCH"" on the video FFS!!!  Van Jones wishes to God he was 1/10th the man Charlie was.
And yeah, we can say ""I appreciate the sentiment"" but its a day late and a dollar short isnt it?  You called conservatives ""FASCIST"" and ""BIGOT"" for YEARS and now some leftist idiot murders a beloved conservative and NOW its all about peaceful dialog?  Day late and a dollar short Van.",@ralphralpherson9441,2025-09-27T04:56:46Z,0
"I don’t give a damn if Charlie Kirk reached out to Van Jones. He was still a racist and held racist, beliefs about Black people and other minorities. Van Jones has always been an apologist for white  racist people and white supremacist. He’s always getting on TV crying. I am so sick and tired of these crying fools and their appearances on CNN. Charlie Kirk make no mistake did not deserve to die, but as a black man, I am not going to appear on some show and make him out to be a good guy. As far as I’m concerned, there is no debate or public discourse when it comes to people who are dedicated to the eradication of my people. He died as he lived attacking minorities.💪🏿",@donadams9099,2025-09-27T04:52:27Z,0
"Repeating propaganda punchlines to sidestep answering isnt debating. Misquoting statistics to fit an agenda of hate isnt peaceful dialogue. Stop giving haters like Kirk the light of day and opportunities for publuc debate while american education catches up on critical thinking. Debate is only a good thing when it is kept factual respectful and on topic. What kitk used to do was not factual, was gaslighting and veer off topic to avoid an inconvenient truth. The worst kind of politics.",@Chris2stilla,2025-09-27T04:46:11Z,0
"So blame Israel,  Blame the Jews, like you always do.",@shalomirland1348,2025-09-27T04:45:14Z,1
he was not assasinated!,@32trixieh,2025-09-27T04:22:26Z,0
"This is the only time I can say I like to watch CNN! Other than that, once they are done lying to my face again I’m tuning this radical news outlet out!",@SayAspenPoked,2025-09-27T04:08:58Z,0
Cheers to this man!,@Westoner420,2025-09-27T04:01:24Z,0
Sounds like regret.,@jasonito1723,2025-09-27T03:59:22Z,0
Van Jones?  What did this dead man say about George Floyd?,@MoAferika,2025-09-27T03:49:38Z,0
"""Words not weapons"". Great phrase. I listened to Charlie and he's got a lot of good points",@NickSlingerland-yd8hy,2025-09-27T03:43:26Z,0
Nope.,@chamakamukwamba1266,2025-09-27T03:37:05Z,0
"Van, he fooled you. It was a classic set-up he was trying to use to get you on the show, then when he had you trapped, he would attack and try to humiliate you. That is what he tried to do with all those young college kids.",@bobziadie2988,2025-09-27T03:25:43Z,0
"You didn't have to add that :
You disagreed on everything that he said.
 For to cut you down to size, I say that (( he worked off of facts))
 and you work off of the main stream propaganda lie.
What has been proven true...Why don't you go call Brandon is Chicago...Please.
You are horrible-",@gskelton2937,2025-09-27T03:21:09Z,0
These progressive media channels wont play ....what they murderer said twice after killing the Ukraine woman.,@brian-pu3yy,2025-09-27T03:21:07Z,0
"2:35 You weren't trying to ""build his platform""?  Charlie was WAY bigger than you.  A guy wants to have a conversation to hash things out, like the blatant lies you said (no racial motivation despite him talking about her race right in the video), and your response is to worry about the size of his show?   I'm a big credit where credit is due guy, but I don't think that being upset about a guy getting shot in the neck makes you a good person.  It's the bare, bare, bare minimum of decency.   2:50.  Yeah, YOU are one of the ones with the extremist rhetoric.  Yes, it's a good thing. You are shaken by somebody getting shot in the neck. I should damn well hope so. But this video is awful.  I'm sorry, I'm not gonna praise it because you said so many untrue and very harsh things about him and the whole MAGA movement, etc. You guys have been going for rage bait for so many years. I don't wanna hear one word about you ""just being a words guy"".  Just because you physically didn't get violent doesn't mean you're a good guy in this. Then at the end you say ""both sides are calling for murders"". You try to make it seem like it's even close to being even. Yes, of course, there are some people on the right that want an eye for an eye, but the claim it's even remotely even is insane.  You don't get to talk like you've been talking for the last several years and then come on here like you're the voice of reason. Your whole monologue at the end doesn't match what you've been doing for years now. It's you guys that have been calling for the censorship and almost all of the violence has been coming from the left for the last decade. This false equivalency is astounding.

Notice how all of the people who are controversial public speakers are the ones who are completely condemning the assassination? Funny that. Funny that it's all the people who have been trying to rile everyone up and get them angry or suddenly worried that they might be next. Outside of that circle, the opinions are very mixed on the left. Just saying.",@jasondashney,2025-09-27T03:07:36Z,0
Van Jones another AIPAC  puppet,@paultyler4324,2025-09-27T02:58:21Z,0
Not on Both sides only on the left,@edtorres5946,2025-09-27T02:46:14Z,0
"He sounds like he lieing, he got payed",@ericjones4203,2025-09-27T02:18:25Z,0
Van Jones jumped the shark during chump's first term.,@juliusfreeman8579,2025-09-27T02:01:06Z,0
Liar!!you caused his death,@rowdy48milo42,2025-09-27T02:00:34Z,0
I used to enjoy watching cnn years years ago i can't even listen to this propaganda station,@rowdy48milo42,2025-09-27T02:00:06Z,0
Anything to advert blame for stocking,@rowdy48milo42,2025-09-27T01:58:42Z,0
Van jones is a p.o.s. he loaded the gun that killed charlie,@rowdy48milo42,2025-09-27T01:58:02Z,0
BS,@fosteg7,2025-09-27T01:54:33Z,0
You are correct Charlie became a bigget,@spraypatchingandthelike4223,2025-09-27T01:53:44Z,0
"*Good on you, AC & VJ!*",@ATCRyderX,2025-09-27T01:52:41Z,1
Well done guys! I love seeing so much non partisan coverage. Good job CNN,@MrJlcurtis2,2025-09-27T01:44:23Z,0
People on both sides!?!?  Name one MAGA representative calling for violence! I am waiting…,@Wesley-h8r,2025-09-27T01:33:49Z,0
He was just a fucking Islamaphobe that's all,@stumpali,2025-09-27T01:27:23Z,0
Van should get a backbone,@stumpali,2025-09-27T01:26:57Z,0
Van you need to quit being a hypocrite of your own words. You are the opposite of what you say needs to Happen. Charlie lived and walked his talk. You do not at all.,@kellygibson4653,2025-09-27T01:22:58Z,0
"NOT A SINGLE CONSERVATIVE JUSTIFIED MURDERS AFTER KIRK'S ASSASSINATION.  NOT A SINGLE ONE.  AND THERE WERE NO RIOTS, NO CITIES BURNED. THE VIOLENCE STOPS WHEN CNN STOPS CALLING PEOPLE WHO SIMPLY DISAGREE WITH THEM FASCISTS.",@hlb0111,2025-09-27T01:15:55Z,0
I do not believe a word of this man.,@dmc3202,2025-09-27T00:59:37Z,0
You can tell van was about ready to cry,@00steward,2025-09-27T00:59:25Z,0
So glad this was shared. Spot on with all points.,@briantii,2025-09-27T00:58:26Z,0
Wow CNN actually just became slightly more respected,@BrockJamesStory,2025-09-27T00:52:16Z,0
I never would've thought Van Jones would've released this. Glad I was wrong.,@peteyca,2025-09-27T00:33:12Z,0
I am not seeing both sides resorting to Murder.  Only the Left.,@toddwinton5025,2025-09-27T00:22:49Z,0
"None of the conservatives called for civil war, violence or hate what is he talking about. It’s the Left who celebrated his murder Only the Left incites civil war and unrest. But I do appreciate Van showing the respect to Charlie.",@jasmineabraham7103,2025-09-27T00:13:34Z,0
"THIS IS PROOF the people that laughing still about his death will have it WITH GOD : laughing about your ennemy downfall is not how God want you to deal with your brothers and sisters. I am glad this is out. A lot will suffer for their evil ways, watch.",@Chrissy-g5u,2025-09-27T00:09:13Z,0
"The man said twice, he got the white girl.

Eveyone can hear it except for videos that purposefully edited it out.

The man should have never been released as he had a long record and kniwn mental health issues.

Please stop hateful violent rhetoric.

The right wants civil dialogue and debate. 

Let's see how your speech goes from here out.",@rebeccalankford9810,2025-09-26T23:58:19Z,0
Anderson Pooper Scooper,@commanderdata-xy3wt,2025-09-26T23:55:19Z,0
"The democrats cannot get in a conversation without saying that republicans are fascists, naziss, etc. There is no moral equivalency!",@cadeosvideos,2025-09-26T23:52:57Z,0
What a class act. This is the way,@RubenGarciaCS,2025-09-26T23:50:22Z,0
"Come on guys. Start reporting the news, not propaganda! Charlie Kirk was not a hater! So thanks for being real! Stop adding fuel to hate",@dawndunn122,2025-09-26T23:48:03Z,0
"THE PEACEMAKERS & TRUTHTELLERS ARE ALWAYS ELIMINATED! 😮‍💨
🙏🕊️",@lulumoon6942,2025-09-26T23:46:46Z,0
"Thank you Van Jones for putting aside politics and doing the moral , right thing. That speaks volume.",@skong25,2025-09-26T23:43:04Z,0
But they will still say Charlie is a racist and fascist....while drinking a Tylenol smoothie.,@ElliottBrigman,2025-09-26T23:31:38Z,1
"I totally agree with this!!! Trump, Vance, Miller, whole administration needs to stop coming out with the hate & names that would be a great start!!! Doubt that will happen unfortunately!!!",@jackiecaudill1971,2025-09-26T23:25:34Z,0
Good job Van appreciate your kind words for Charlie,@atlantajones5469,2025-09-26T23:22:00Z,0
"Is CNN for children? Who needs to have it laboriously explained to them that murder is bad? I wish I had the last 5min of my life back.
btw, I mostly know that Black guy as the idiot who called it a ""whitelash"" the first time Trump was elected, so he's def part of the problem.",@Tzyrus,2025-09-26T23:21:10Z,0
HOw can someone not agree with him on anything ...So you are for high black crime and black on black crime ?,@James-c5e1e,2025-09-26T23:02:25Z,0
WORDS NOT WEAPONS....YYYYEEESSSSSSSSSSSSSSSS❤❤❤❤❤❤,@KittehNow,2025-09-26T22:48:22Z,0
He was a nationalist he attacked anything that didn’t fit his timeline (Simone Biles) for example his organization was not then and my opinion it’s not Christian now🤐,@Timeless-k2g,2025-09-26T22:46:42Z,0
well lets start by not calling people with different views nazis and fascist,@metal2951,2025-09-26T22:44:54Z,0
"Oh please…. This man has spewed hate against  BLACKS, IMMIGRANTS, Jews…",@socalfan32,2025-09-26T22:34:08Z,1
I understand what Van is saying. But I believe that civil dialogue and agreeably disagreeing shouldn’t make Kirk “an honorable person”. It should be the standard we expect from everyone. To say this is uniquely honorable shows just how low your expectations are of others. And the only reason Kirk wanted to debate public figures like Van is to increase clicks. He was just another fkn podcaster ffs. That’s what they do for a living 🤦🏻‍♂️,@PaulSchulz-z3m,2025-09-26T22:25:08Z,0
"Van Jones, needs to stand up,on this one issue, the poor girl, was targeted",@jeffreyscott8633,2025-09-26T22:21:03Z,0
"Uhhh, Correction Mr. JONES.... you started out pretty good but..... Saying  "" people on both sides"" is BS!!! NOBODY on the Right has threatened ANYBODY!! STOP SAYING THAT!!, The RIGHT wants Dialog and Peace, that one you got right. But you just couldn't help yourself by saying both sides again as the left always does when their side 'UnALiVES  somebody",@rockyballerboa1722,2025-09-26T22:10:26Z,0
"Gentlemen, please bring your voices of restraint and civil dialog back into your country🙏🏼🙏🏼🩷🩷",@margiewatts-carter6671,2025-09-26T21:57:30Z,0
"CNN published this because they aspire to be true NEWS Network, NOT an opinion and Propaganda Network like FOX.",@yz6,2025-09-26T21:50:24Z,0
"Van Jones is a zionist and CNN is now owned by zionist, Larry Elison. Beware of your sources of news that are now controlled by Israel.  CBS , Paramount and CNN are ALL now owned by zionist, Larry Elison, owner of Oracle. 
I used to respect Van Jones. Hes not who he seems.",@bluedragonfly5,2025-09-26T21:36:47Z,0
🕺🏾👽,@adrenashields4972,2025-09-26T21:21:54Z,0
"If you want somebody to say something nice about when you’re gone, then say something nice about people when you here 🤷🏾‍♀️",@msmichellebroughton8007,2025-09-26T21:15:32Z,31
Van Jones is paid by AIPAC.,@rhondamcknight2596,2025-09-26T21:12:45Z,0
good for you. genuinely. please have more positive role models on the left like this man. God bless,@Dd-cm8xj,2025-09-26T21:12:00Z,0
van Jones.. always one voice of reason...a friend in Canada watching a great nation eat its own children !!!!,@hankw-m9l,2025-09-26T21:02:44Z,0
"I may rarely like CNN or agree with their 'takes' on almost everything, however this is exactly what is needed right now. This is what CK was for, dialogue, truth seeking, listening to the individual.",@anthonyward2594,2025-09-26T20:55:28Z,1
"Hey Van: Newsflash---""words are weapons"".....When the Civil War spark off it was over slavery....Not just the act, the concept---but the idea-(put into words called laws) set slavery in motion over 400 years ago: And, then in a stunning twist four hundred years later---it was ""words again"" by Abraham Lincoln"".....Which launched the Civil War: Then after that war---Jim Crow---words once again set off the firestorm of retaliation and violence against blacks: Then Civil Rights--the pushback--that then again lead to calmness and almost forgiveness: then, discrimination---words that again set into motion racial hatred, apathy, resistance, misogyny and chasms of racial divide: Now when we are ""barely"" healing and reeling in from it all---along comes Trump and his republican acolytes in the shadows now in the limelight baking in the ebb and flow of racism.....Racism so blatant and bold hat it openly strips away our freedoms, rights and due processes-(again, those are words doing that)...So, when you ""debate"" with words---no Vance; they are weapons, words can be ""Weaponized"" and in that weaponization---Charlie Kirk was complicit, knowing, willing and even proud to engage in open racism and racist banter and make you think he's merely debating it's very merit, nature and stance....When in fact--he know all along that his ulterior motive was to recruit, influence and inspire a generation of young, vulnerable, impressionable whites to support his radical and racist / ideologies and falsehoods with the intention of resurging racism and inequality to a whole new modern level; and in doing so he also failed to see the counter-opposition that has and is still building in the ""wake"" of his racist madness and maddening: In short---he FA and then he Found Out!!!! I have no pity nor place in my heart and mind for a racist: Which is was Kirk was: A racist is a person that wants to destroy---not build: separate and dived not unite.....And, that is what we should be talking about and acknowledging here are racists that still lurk, move and act still from the shadows....
Like Trump and Kirk....One's gone---the other's still here.......",@lamarmickens1020,2025-09-26T20:45:25Z,1
